,city,state_name_x,state_id,lat,lng,city_population,county_fips,county,county_population,density,timezone,pct_men,pct_women,pct_hispanic,pct_white,pct_black,pct_native,pct_asian,pct_pacific,pct_voters,pct_poverty,pct_child_poverty,pct_unemployed,pct_professional,pct_service,pct_office,pct_construction,pct_production,pct_drive,pct_carpool,pct_transit,pct_walk,pct_other_transportation,pct_work_at_home,pct_private_work,pct_public_work,pct_self_employed,pct_family_work,avg_income,income_error,income_per_cap,income_per_cap_err,mean_commute,covid_cases_per_100k,covid_deaths_per_100k,covid_case_to_death_pct,LTM_mean_temp,LTM_mean_percipitation,LTM_min_temp,LTM_max_temp,wikipedia_summary,cvap,foreignborn_pct,age29andunder_pct,age65andolder_pct,clf_unemploy_pct,lesshs_pct,lesscollege_pct,lesshs_whites_pct,lesscollege_whites_pct,rural_pct,ruralurban_cc,rep_pct,dem_pct,crime_per_100,avg_propty_tax,state_name_y
202,Aurora,Colorado,CO,39.7087,-104.7273,379289,8001,Adams County,487850,949,America/Denver,50.3925387,49.6074613,39.3,51.1,3.0,0.5,3.8,0.1,62.8094701,12.2,16.4,5.1,29.8,18.9,24.1,13.7,13.5,77.7,11.2,3.8,1.2,1.1,5.0,83.6,11.2,5.1,0.1,64087,991,27487,366,29.2,2358.716819,50.6303167,2.14651951,50.5,11.42,35.1,65.9,"Aurora (, ) is a Home Rule Municipality in the U.S. state of Colorado, spanning Arapahoe and Adams counties, with the extreme southeastern portion of the city extending into Douglas County. Aurora is one of the principal cities of the Denver-Aurora-Lakewood, CO Metropolitan Statistical Area (Metro Denver). The city's population was 325,078 in the 2010 census, which made it the third most populous city in the state of Colorado, Denver's largest suburb and the 54th most populous city in the United States.
The Denver-Aurora-Lakewood, CO Metropolitan Statistical Area had an estimated population of 2,645,209 on July 1, 2012 (the 19th most populous MSA in the U.S.).",300160,15.2682316,44.603178899999996,9.526498145,6.108215487000001,17.83868024,77.63229426,7.019085957000001,70.20037735,3.620446419,1,41.35078615,49.8582604,0.063519294,3384.9646759999996,CO
203,Thornton,Colorado,CO,39.9197,-104.9438,141464,8001,Adams County,487850,1521,America/Denver,50.3925387,49.6074613,39.3,51.1,3.0,0.5,3.8,0.1,62.8094701,12.2,16.4,5.1,29.8,18.9,24.1,13.7,13.5,77.7,11.2,3.8,1.2,1.1,5.0,83.6,11.2,5.1,0.1,64087,991,27487,366,29.2,2358.716819,50.6303167,2.14651951,50.5,11.42,35.1,65.9,"Thornton is a home rule municipality in Adams and Weld counties in the U.S. state of Colorado, located in the northeast quadrant of the Denver-Aurora-Broomfield, CO Metropolitan Statistical Area. Thornton is 10 miles (16 km) north/northeast of downtown Denver. The United States Census Bureau reported the city's growing population at 118,772 on April 1, 2010, a 44.2% increase from the 2000 Census population of 82,384. Thornton is the sixth-most populous city in the state of Colorado and the 213th-most populous city in the United States.",300160,15.2682316,44.603178899999996,9.526498145,6.108215487000001,17.83868024,77.63229426,7.019085957000001,70.20037735,3.620446419,1,41.35078615,49.8582604,0.011404931,3384.9646759999996,CO
204,Westminster,Colorado,CO,39.8837,-105.0624,113166,8001,Adams County,487850,1383,America/Denver,50.3925387,49.6074613,39.3,51.1,3.0,0.5,3.8,0.1,62.8094701,12.2,16.4,5.1,29.8,18.9,24.1,13.7,13.5,77.7,11.2,3.8,1.2,1.1,5.0,83.6,11.2,5.1,0.1,64087,991,27487,366,29.2,2358.716819,50.6303167,2.14651951,50.5,11.42,35.1,65.9,"Westminster is a Home Rule Municipality in Adams and Jefferson counties in the U.S. state of Colorado. Westminster is a northwest suburb of Denver. The Westminster Municipal Center is located 9 miles (14 km) north-northwest of the Colorado State Capitol. As of the 2010 census the population of Westminster was 106,114, and as of 2019 the estimated population was 113,166.",300160,15.2682316,44.603178899999996,9.526498145,6.108215487000001,17.83868024,77.63229426,7.019085957000001,70.20037735,3.620446419,1,41.35078615,49.8582604,0.06909914,3384.9646759999996,CO
205,Commerce City,Colorado,CO,39.8642,-104.8434,60336,8001,Adams County,487850,652,America/Denver,50.3925387,49.6074613,39.3,51.1,3.0,0.5,3.8,0.1,62.8094701,12.2,16.4,5.1,29.8,18.9,24.1,13.7,13.5,77.7,11.2,3.8,1.2,1.1,5.0,83.6,11.2,5.1,0.1,64087,991,27487,366,29.2,1849.0938640000002,44.39422324,2.400863694,50.5,11.42,35.1,65.9,"Commerce City is a Home Rule Municipality located in Adams County, Colorado, United States.  Commerce City is a northern suburb of Denver and as of 2019 is the 18th most populous municipality in Colorado.  The city population was 45,913 at the 2010 United States Census, a population increase of 118.7% in the ten years since the 2000 census.Commerce City is a mixed residential and industrial community that is known for an oil refinery with a capacity of 90,000 barrels per day (14,000 m3/d), operated by Suncor. Dick's Sporting Goods Park, a soccer stadium in Commerce City, hosts the Colorado Rapids of Major League Soccer.",300160,15.2682316,44.603178899999996,9.526498145,6.108215487000001,17.83868024,77.63229426,7.019085957000001,70.20037735,3.620446419,1,41.35078615,49.8582604,0.069319014,3384.9646759999996,CO
206,Anaheim,California,CA,33.839,-117.8572,350365,6059,Orange County,3155816,2688,America/Los_Angeles,49.3769282,50.6230718,34.2,41.4,1.6,0.2,19.5,0.3,64.0413763,12.1,16.4,5.8,40.9,17.5,24.8,6.6,10.2,78.6,9.8,2.2,1.9,2.0,5.6,82.0,10.1,7.7,0.2,81851,570,37603,270,27.4,1849.0938640000002,44.39422324,2.400863694,65.5,14.8,55.2,75.7,"Anaheim () is a city in Orange County, California, part of the Los Angeles metropolitan area. As of the 2010 United States Census, the city had a population of 336,265, making it the most populous city in Orange County and the 10th-most populous city in California. Anaheim is the second-largest city in Orange County in terms of land area, and is known for being the home of the Disneyland Resort, the Anaheim Convention Center, and two major sports teams: the Anaheim Ducks ice hockey club and the Los Angeles Angels baseball team.
Anaheim was founded by fifty German families in 1857 and incorporated as the second city in Los Angeles County on March 18, 1876; Orange County was split off from Los Angeles County in 1889.",1987335,30.37710422,40.1818396,13.17602805,6.759691054,15.4904231,61.55283193,3.685311661,53.00214245,0.14334443300000002,1,42.34982101,50.93530719,0.061163873,6614.845207,CA
207,Santa Ana,California,CA,33.7366,-117.8819,332318,6059,Orange County,3155816,4689,America/Los_Angeles,49.3769282,50.6230718,34.2,41.4,1.6,0.2,19.5,0.3,64.0413763,12.1,16.4,5.8,40.9,17.5,24.8,6.6,10.2,78.6,9.8,2.2,1.9,2.0,5.6,82.0,10.1,7.7,0.2,81851,570,37603,270,27.4,1849.0938640000002,44.39422324,2.400863694,65.5,14.8,55.2,75.7,"Santa Ana  (Spanish for 'Saint Anne') is a city in and the county seat of Orange County, California, in the Los Angeles metropolitan area. The city is the second most populous in the county. The United States Census Bureau estimated its 2019 population at 332,318, making Santa Ana the 57th most-populous city in the United States.
Santa Ana is in Southern California, adjacent to the Santa Ana River, about 10 miles (16 km) from the coast.",1987335,30.37710422,40.1818396,13.17602805,6.759691054,15.4904231,61.55283193,3.685311661,53.00214245,0.14334443300000002,1,42.34982101,50.93530719,0.048036786,6614.845207,CA
208,Irvine,California,CA,33.6772,-117.7738,287401,6059,Orange County,3155816,1691,America/Los_Angeles,49.3769282,50.6230718,34.2,41.4,1.6,0.2,19.5,0.3,64.0413763,12.1,16.4,5.8,40.9,17.5,24.8,6.6,10.2,78.6,9.8,2.2,1.9,2.0,5.6,82.0,10.1,7.7,0.2,81851,570,37603,270,27.4,1849.0938640000002,44.39422324,2.400863694,65.5,14.8,55.2,75.7,"Irvine () is a master-planned city in Orange County, California, United States in the Los Angeles metropolitan area. The Irvine Company started developing the area in the 1960s and the city was formally incorporated on December 28, 1971. The 66-square-mile (170 km2) city had a population of 212,375 as of the 2010 census; in 2019 the California Department of Finance estimated the city's population at 287,401.A number of corporations, particularly in the technology and semiconductor sectors, have their national or international headquarters in Irvine. Irvine is also home to several higher education institutions including the University of California, Irvine (UCI), Concordia University, Irvine Valley College, the Orange County Center of the University of Southern California (USC), and campuses of California State University Fullerton (CSUF), University of La Verne, and Pepperdine University.",1987335,30.37710422,40.1818396,13.17602805,6.759691054,15.4904231,61.55283193,3.685311661,53.00214245,0.14334443300000002,1,42.34982101,50.93530719,0.030550197999999997,6614.845207,CA
209,Huntington Beach,California,CA,33.696,-118.0025,199223,6059,Orange County,3155816,2848,America/Los_Angeles,49.3769282,50.6230718,34.2,41.4,1.6,0.2,19.5,0.3,64.0413763,12.1,16.4,5.8,40.9,17.5,24.8,6.6,10.2,78.6,9.8,2.2,1.9,2.0,5.6,82.0,10.1,7.7,0.2,81851,570,37603,270,27.4,1849.0938640000002,44.39422324,2.400863694,65.5,14.8,55.2,75.7,"Huntington Beach is a seaside city in Orange County in Southern California, located 35 miles (56 km) southeast of Downtown Los Angeles. The city is named after American businessman Henry E. Huntington. The population was 189,992 during the 2010 census, making it the fourth most populous city in Orange County, the most populous beach city in Orange County, and the seventh most populous city in the Los Angeles-Long Beach-Anaheim, CA Metropolitan Statistical Area. Its estimated 2019 population was 199,223.",1987335,30.37710422,40.1818396,13.17602805,6.759691054,15.4904231,61.55283193,3.685311661,53.00214245,0.14334443300000002,1,42.34982101,50.93530719,0.050813598,6614.845207,CA
210,Garden Grove,California,CA,33.7787,-117.9601,171644,6059,Orange County,3155816,3690,America/Los_Angeles,49.3769282,50.6230718,34.2,41.4,1.6,0.2,19.5,0.3,64.0413763,12.1,16.4,5.8,40.9,17.5,24.8,6.6,10.2,78.6,9.8,2.2,1.9,2.0,5.6,82.0,10.1,7.7,0.2,81851,570,37603,270,27.4,1849.0938640000002,44.39422324,2.400863694,65.5,14.8,55.2,75.7,"Garden Grove is a city in northern Orange County, California, located 34 miles (55 km) southeast of the city of Los Angeles in the Los Angeles metropolitan area. The population was 170,883 at the 2010 United States Census. State Route 22, also known as the Garden Grove Freeway, passes through the city in an east-west direction. The western portion of the city is known as West Garden Grove.",1987335,30.37710422,40.1818396,13.17602805,6.759691054,15.4904231,61.55283193,3.685311661,53.00214245,0.14334443300000002,1,42.34982101,50.93530719,0.053368249000000006,6614.845207,CA
211,Orange,California,CA,33.8038,-117.8218,138669,6059,Orange County,3155816,2086,America/Los_Angeles,49.3769282,50.6230718,34.2,41.4,1.6,0.2,19.5,0.3,64.0413763,12.1,16.4,5.8,40.9,17.5,24.8,6.6,10.2,78.6,9.8,2.2,1.9,2.0,5.6,82.0,10.1,7.7,0.2,81851,570,37603,270,27.4,1849.0938640000002,44.39422324,2.400863694,65.5,14.8,55.2,75.7,"Orange is a city located in Orange County, California. It is approximately 3 miles (4.8 kilometers) north of the county seat, Santa Ana. Orange is unusual in this region because many of the homes in its Old Town District were built before 1920. While many other cities in the region demolished such houses in the 1960s, Orange decided to preserve them.",1987335,30.37710422,40.1818396,13.17602805,6.759691054,15.4904231,61.55283193,3.685311661,53.00214245,0.14334443300000002,1,42.34982101,50.93530719,0.042497795,6614.845207,CA
212,Fullerton,California,CA,33.8841,-117.9279,138632,6059,Orange County,3155816,2386,America/Los_Angeles,49.3769282,50.6230718,34.2,41.4,1.6,0.2,19.5,0.3,64.0413763,12.1,16.4,5.8,40.9,17.5,24.8,6.6,10.2,78.6,9.8,2.2,1.9,2.0,5.6,82.0,10.1,7.7,0.2,81851,570,37603,270,27.4,1849.0938640000002,44.39422324,2.400863694,65.5,14.8,55.2,75.7,"Fullerton () is a city located in northern Orange County, California, United States. As of the 2010 census, the city had a total population of 135,161.Fullerton was founded in 1887. It secured the land on behalf of the Atchison, Topeka and Santa Fe Railway. Historically it was a center of agriculture, notably groves of Valencia oranges and other citrus crops; petroleum extraction; transportation; and manufacturing.",1987335,30.37710422,40.1818396,13.17602805,6.759691054,15.4904231,61.55283193,3.685311661,53.00214245,0.14334443300000002,1,42.34982101,50.93530719,0.058179597,6614.845207,CA
213,Costa Mesa,California,CA,33.6667,-117.9135,113003,6059,Orange County,3155816,2762,America/Los_Angeles,49.3769282,50.6230718,34.2,41.4,1.6,0.2,19.5,0.3,64.0413763,12.1,16.4,5.8,40.9,17.5,24.8,6.6,10.2,78.6,9.8,2.2,1.9,2.0,5.6,82.0,10.1,7.7,0.2,81851,570,37603,270,27.4,1849.0938640000002,44.39422324,2.400863694,65.5,14.8,55.2,75.7,"Costa Mesa () is a city in Orange County, California. Since its incorporation in 1953, the city has grown from a semi-rural farming community of 16,840 to a suburban area including part of the South Coast Plaza–John Wayne Airport edge city, one of the region's largest commercial clusters, with an economy based on retail, commerce, and light manufacturing. The population was 109,960 at the 2010 United States Census.


== History ==
Members of the Gabrieleño/Tongva and Juaneño/Luiseño nations long inhabited the area.",1987335,30.37710422,40.1818396,13.17602805,6.759691054,15.4904231,61.55283193,3.685311661,53.00214245,0.14334443300000002,1,42.34982101,50.93530719,0.086801731,6614.845207,CA
214,Mission Viejo,California,CA,33.6095,-117.655,94381,6059,Orange County,3155816,2058,America/Los_Angeles,49.3769282,50.6230718,34.2,41.4,1.6,0.2,19.5,0.3,64.0413763,12.1,16.4,5.8,40.9,17.5,24.8,6.6,10.2,78.6,9.8,2.2,1.9,2.0,5.6,82.0,10.1,7.7,0.2,81851,570,37603,270,27.4,1849.0938640000002,44.39422324,2.400863694,65.5,14.8,55.2,75.7,"Mission Viejo () is a commuter city located within Orange County, California, United States in the Saddleback Valley. Mission Viejo is considered one of the largest master-planned communities ever built under a single project in the United States and is rivaled only by Highlands Ranch, Colorado in its size. Its population as of 2019 was estimated at 94,381.Mission Viejo is suburban in nature and culture. The city consists of residential property, although there are a number of offices and businesses within the limits of the city.",1987335,30.37710422,40.1818396,13.17602805,6.759691054,15.4904231,61.55283193,3.685311661,53.00214245,0.14334443300000002,1,42.34982101,50.93530719,0.023142633,6614.845207,CA
215,Westminster,California,CA,33.7523,-117.9938,90643,6059,Orange County,3155816,3486,America/Los_Angeles,49.3769282,50.6230718,34.2,41.4,1.6,0.2,19.5,0.3,64.0413763,12.1,16.4,5.8,40.9,17.5,24.8,6.6,10.2,78.6,9.8,2.2,1.9,2.0,5.6,82.0,10.1,7.7,0.2,81851,570,37603,270,27.4,1849.0938640000002,44.39422324,2.400863694,65.5,14.8,55.2,75.7,"Westminster is a city in northern Orange County, California known for its many Vietnamese refugees who immigrated to the city during the 1980s. They settled largely in Little Saigon, and the city is known as the ""capital"" of overseas Vietnamese with 36,058 Vietnamese Americans and at 40.2% (2010), the highest municipal prevalence of Vietnamese Americans. Westminster was founded in 1870 by Rev. Lemuel Webber as a Presbyterian temperance colony and was incorporated in 1957.",1987335,30.37710422,40.1818396,13.17602805,6.759691054,15.4904231,61.55283193,3.685311661,53.00214245,0.14334443300000002,1,42.34982101,50.93530719,0.067022884,6614.845207,CA
216,Lake Forest,California,CA,33.6606,-117.6712,85531,6059,Orange County,3155816,1985,America/Los_Angeles,49.3769282,50.6230718,34.2,41.4,1.6,0.2,19.5,0.3,64.0413763,12.1,16.4,5.8,40.9,17.5,24.8,6.6,10.2,78.6,9.8,2.2,1.9,2.0,5.6,82.0,10.1,7.7,0.2,81851,570,37603,270,27.4,1849.0938640000002,44.39422324,2.400863694,65.5,14.8,55.2,75.7,"Lake Forest is a city in Orange County, California. The population was 77,264 at the 2010 census.
Lake Forest incorporated as a city on December 20, 1991. Prior to incorporation, the community had been known as El Toro.",1987335,30.37710422,40.1818396,13.17602805,6.759691054,15.4904231,61.55283193,3.685311661,53.00214245,0.14334443300000002,1,42.34982101,50.93530719,0.0238496,6614.845207,CA
217,Newport Beach,California,CA,33.6151,-117.8669,84534,6059,Orange County,3155816,1370,America/Los_Angeles,49.3769282,50.6230718,34.2,41.4,1.6,0.2,19.5,0.3,64.0413763,12.1,16.4,5.8,40.9,17.5,24.8,6.6,10.2,78.6,9.8,2.2,1.9,2.0,5.6,82.0,10.1,7.7,0.2,81851,570,37603,270,27.4,1849.0938640000002,44.39422324,2.400863694,65.5,14.8,55.2,75.7,"Newport Beach is a coastal city in Orange County, California, United States. Newport Beach is known for good surfing and sandy beaches. Newport Harbor once supported maritime industries but today it is used mostly for recreation. Balboa Island draws visitors with a waterfront path easy access from the ferry to the shops and restaurants.",1987335,30.37710422,40.1818396,13.17602805,6.759691054,15.4904231,61.55283193,3.685311661,53.00214245,0.14334443300000002,1,42.34982101,50.93530719,0.051031920999999994,6614.845207,CA
218,Buena Park,California,CA,33.8572,-118.0046,81788,6059,Orange County,3155816,3002,America/Los_Angeles,49.3769282,50.6230718,34.2,41.4,1.6,0.2,19.5,0.3,64.0413763,12.1,16.4,5.8,40.9,17.5,24.8,6.6,10.2,78.6,9.8,2.2,1.9,2.0,5.6,82.0,10.1,7.7,0.2,81851,570,37603,270,27.4,1849.0938640000002,44.39422324,2.400863694,65.5,14.8,55.2,75.7,"Buena Park () is a city in northwestern Orange County, about 12 miles (20 km) northwest of downtown Santa Ana, the county seat. As of Census 2010 its population was 80,530. It is the location of several tourist attractions, including Knott's Berry Farm. It is located about 24 miles southeast of Downtown Los Angeles and is within the Los Angeles metropolitan area.",1987335,30.37710422,40.1818396,13.17602805,6.759691054,15.4904231,61.55283193,3.685311661,53.00214245,0.14334443300000002,1,42.34982101,50.93530719,0.06381148099999999,6614.845207,CA
219,Tustin,California,CA,33.7309,-117.8106,79348,6059,Orange County,3155816,2755,America/Los_Angeles,49.3769282,50.6230718,34.2,41.4,1.6,0.2,19.5,0.3,64.0413763,12.1,16.4,5.8,40.9,17.5,24.8,6.6,10.2,78.6,9.8,2.2,1.9,2.0,5.6,82.0,10.1,7.7,0.2,81851,570,37603,270,27.4,1849.0938640000002,44.39422324,2.400863694,65.5,14.8,55.2,75.7,"Tustin is a city located in Orange County, California, in the Los Angeles metropolitan area. In 2019, Tustin had a population of 79,348. The city is located next to the county seat, Santa Ana, and does not include North Tustin.


== History ==
Members of the Tongva and Juaneño/Luiseño nations long inhabited this area.",1987335,30.37710422,40.1818396,13.17602805,6.759691054,15.4904231,61.55283193,3.685311661,53.00214245,0.14334443300000002,1,42.34982101,50.93530719,0.043500542999999996,6614.845207,CA
220,Yorba Linda,California,CA,33.889,-117.7714,67644,6059,Orange County,3155816,1316,America/Los_Angeles,49.3769282,50.6230718,34.2,41.4,1.6,0.2,19.5,0.3,64.0413763,12.1,16.4,5.8,40.9,17.5,24.8,6.6,10.2,78.6,9.8,2.2,1.9,2.0,5.6,82.0,10.1,7.7,0.2,81851,570,37603,270,27.4,1849.0938640000002,44.39422324,2.400863694,65.5,14.8,55.2,75.7,"Yorba Linda is a suburban city in northeastern Orange County, California, approximately 37 miles (60 km) southeast of Downtown Los Angeles. The suburb's most famous resident was Richard Nixon. His birthplace is a National Historic Landmark, at his presidential library and museum located there. Yorba Linda is part of the Los Angeles metropolitan area according to the US Census.",1987335,30.37710422,40.1818396,13.17602805,6.759691054,15.4904231,61.55283193,3.685311661,53.00214245,0.14334443300000002,1,42.34982101,50.93530719,0.019505662,6614.845207,CA
221,Laguna Niguel,California,CA,33.5275,-117.705,66385,6059,Orange County,3155816,1738,America/Los_Angeles,49.3769282,50.6230718,34.2,41.4,1.6,0.2,19.5,0.3,64.0413763,12.1,16.4,5.8,40.9,17.5,24.8,6.6,10.2,78.6,9.8,2.2,1.9,2.0,5.6,82.0,10.1,7.7,0.2,81851,570,37603,270,27.4,1849.0938640000002,44.39422324,2.400863694,65.5,14.8,55.2,75.7,"Laguna Niguel () is a city in Orange County, California in the United States. The name Laguna Niguel is derived from the words ""Laguna"" (Spanish for ""lagoon"") and ""Niguili"" (the name of a Native American village once located near Aliso Creek). As of the 2010 census, the population was 62,979. Laguna Niguel is located in the San Joaquin Hills in the southeastern corner of Orange County, close to the Pacific Ocean, and borders the cities of Aliso Viejo, Dana Point, Laguna Beach, Laguna Hills, Mission Viejo, and San Juan Capistrano.",1987335,30.37710422,40.1818396,13.17602805,6.759691054,15.4904231,61.55283193,3.685311661,53.00214245,0.14334443300000002,1,42.34982101,50.93530719,0.02168547,6614.845207,CA
222,San Clemente,California,CA,33.4498,-117.6103,64558,6059,Orange County,3155816,1358,America/Los_Angeles,49.3769282,50.6230718,34.2,41.4,1.6,0.2,19.5,0.3,64.0413763,12.1,16.4,5.8,40.9,17.5,24.8,6.6,10.2,78.6,9.8,2.2,1.9,2.0,5.6,82.0,10.1,7.7,0.2,81851,570,37603,270,27.4,1849.0938640000002,44.39422324,2.400863694,65.5,14.8,55.2,75.7,"San Clemente () is a coastal city in Orange County, California, United States. The population was 63,522 in at the 2010 census. Located on the California Coast, midway between Los Angeles and San Diego, the southernmost city of Orange County is known for its ocean, hill, and mountain views, a pleasant climate and its Spanish colonial-style architecture. San Clemente's city slogan is ""Spanish Village by the Sea"".",1987335,30.37710422,40.1818396,13.17602805,6.759691054,15.4904231,61.55283193,3.685311661,53.00214245,0.14334443300000002,1,42.34982101,50.93530719,0.024758573,6614.845207,CA
223,La Habra,California,CA,33.9278,-117.9513,60513,6059,Orange County,3155816,3177,America/Los_Angeles,49.3769282,50.6230718,34.2,41.4,1.6,0.2,19.5,0.3,64.0413763,12.1,16.4,5.8,40.9,17.5,24.8,6.6,10.2,78.6,9.8,2.2,1.9,2.0,5.6,82.0,10.1,7.7,0.2,81851,570,37603,270,27.4,1849.0938640000002,44.39422324,2.400863694,65.5,14.8,55.2,75.7,"La Habra is a city in the northwestern corner of Orange County, California, United States. In the 2010 census, the city had a population of 60,239. Its related city, La Habra Heights, is located to the north of La Habra, and is in Los Angeles County.


== History ==


=== Origin of name ===
The name referred to the “Pass Through the Hills,” the natural pass through the hills to the north first discovered and used by Spanish explorers of the Portola expedition on July 30, 1769.",1987335,30.37710422,40.1818396,13.17602805,6.759691054,15.4904231,61.55283193,3.685311661,53.00214245,0.14334443300000002,1,42.34982101,50.93530719,0.042648188,6614.845207,CA
224,Fountain Valley,California,CA,33.7105,-117.9514,55357,6059,Orange County,3155816,2356,America/Los_Angeles,49.3769282,50.6230718,34.2,41.4,1.6,0.2,19.5,0.3,64.0413763,12.1,16.4,5.8,40.9,17.5,24.8,6.6,10.2,78.6,9.8,2.2,1.9,2.0,5.6,82.0,10.1,7.7,0.2,81851,570,37603,270,27.4,1849.0938640000002,44.39422324,2.400863694,65.5,14.8,55.2,75.7,"Fountain Valley is a suburban city in Orange County, California. The population was 55,313 at the 2010 census. A classic commuter town, Fountain Valley is an upper middle-class residential area.


== History ==
The area encompassing Fountain Valley was originally inhabited by the Tongva people.",1987335,30.37710422,40.1818396,13.17602805,6.759691054,15.4904231,61.55283193,3.685311661,53.00214245,0.14334443300000002,1,42.34982101,50.93530719,0.054031921,6614.845207,CA
225,Placentia,California,CA,33.8807,-117.8553,51233,6059,Orange County,3155816,2990,America/Los_Angeles,49.3769282,50.6230718,34.2,41.4,1.6,0.2,19.5,0.3,64.0413763,12.1,16.4,5.8,40.9,17.5,24.8,6.6,10.2,78.6,9.8,2.2,1.9,2.0,5.6,82.0,10.1,7.7,0.2,81851,570,37603,270,27.4,1849.0938640000002,44.39422324,2.400863694,65.5,14.8,55.2,75.7,"Placentia () is a city in northern Orange County, California. The population was 50,533 during the 2010 census, up from 46,488 in the 2000 census. This includes the community of Atwood, which is included in the city of Placentia, and is located in its southeastern quadrant. Primarily referred to as a bedroom community, Placentia is known for its quiet neighborhoods.",1987335,30.37710422,40.1818396,13.17602805,6.759691054,15.4904231,61.55283193,3.685311661,53.00214245,0.14334443300000002,1,42.34982101,50.93530719,0.029742384,6614.845207,CA
226,Aliso Viejo,California,CA,33.5792,-117.7289,50887,6059,Orange County,3155816,2839,America/Los_Angeles,49.3769282,50.6230718,34.2,41.4,1.6,0.2,19.5,0.3,64.0413763,12.1,16.4,5.8,40.9,17.5,24.8,6.6,10.2,78.6,9.8,2.2,1.9,2.0,5.6,82.0,10.1,7.7,0.2,81851,570,37603,270,27.4,1251.641315,14.94858897,1.194318915,65.5,14.8,55.2,75.7,"Aliso Viejo is a city in the San Joaquin Hills of southern Orange County, California. It had a population of 47,823 as of the 2010 census, up from 40,166 as of the 2000 census. It became Orange County's 34th city on July 1, 2001, the only city in Orange County to be incorporated since 2000. It is bordered by the cities of Laguna Beach on the west and southwest, Laguna Hills on the east, Laguna Niguel on the southeast, and Laguna Woods on the north.",1987335,30.37710422,40.1818396,13.17602805,6.759691054,15.4904231,61.55283193,3.685311661,53.00214245,0.14334443300000002,1,42.34982101,50.93530719,0.01495537,6614.845207,CA
227,Riverside,California,CA,33.9381,-117.3948,331360,6065,Riverside County,2355002,1574,America/Los_Angeles,49.754140299999996,50.245859700000004,48.0,36.6,6.0,0.4,6.1,0.3,63.1558699,15.6,21.3,9.9,29.4,21.4,24.6,11.4,13.2,77.2,12.9,1.3,1.6,1.7,5.2,77.7,14.7,7.5,0.2,60807,429,25700,191,33.1,2687.216402,53.88530456,2.005246192,69.4,10.05,56.5,82.3,"Riverside is a city in, and the county seat of, Riverside County, California, United States, located in the Inland Empire metropolitan area. It is named for its location beside the Santa Ana River. It is the most populous city in the Inland Empire and in Riverside County, and is located about 55 miles (89 km) east of downtown Los Angeles. It is also part of the Greater Los Angeles area.",1453255,21.87963124,43.65955905,13.18873683,11.32840962,19.52119143,78.81095734,6.974653854,71.61930574,4.622310233,1,44.35014526,49.73376045,0.0698747,5622.499606,CA
228,Moreno Valley,California,CA,33.9244,-117.2045,213055,6065,Riverside County,2355002,1604,America/Los_Angeles,49.754140299999996,50.245859700000004,48.0,36.6,6.0,0.4,6.1,0.3,63.1558699,15.6,21.3,9.9,29.4,21.4,24.6,11.4,13.2,77.2,12.9,1.3,1.6,1.7,5.2,77.7,14.7,7.5,0.2,60807,429,25700,191,33.1,2687.216402,53.88530456,2.005246192,69.4,10.05,56.5,82.3,"Moreno Valley is a city located in Riverside County, California, and is part of the Riverside-San Bernardino-Ontario Metropolitan Area. A relatively young city, its rapid growth from the late 1980s to the early 2000s made it the second-largest city in Riverside County by population, and one of the Inland Empire's population centers. As of the 2010 census, the population was 193,365. The city is closely tied to Riverside, California, the county seat and largest city in the county, which borders Moreno Valley directly to the west.",1453255,21.87963124,43.65955905,13.18873683,11.32840962,19.52119143,78.81095734,6.974653854,71.61930574,4.622310233,1,44.35014526,49.73376045,0.068144379,5622.499606,CA
229,Corona,California,CA,33.8616,-117.5649,169868,6065,Riverside County,2355002,1640,America/Los_Angeles,49.754140299999996,50.245859700000004,48.0,36.6,6.0,0.4,6.1,0.3,63.1558699,15.6,21.3,9.9,29.4,21.4,24.6,11.4,13.2,77.2,12.9,1.3,1.6,1.7,5.2,77.7,14.7,7.5,0.2,60807,429,25700,191,33.1,2687.216402,53.88530456,2.005246192,69.4,10.05,56.5,82.3,"Corona (Spanish for ''Crown'') is a city in Riverside County, California, United States. As of the 2010 census, the city had a population of 152,374, up from 124,966 at the 2000 census. The cities of Norco and Riverside lie to the north and northeast, Chino Hills and Yorba Linda to the northwest, and the Cleveland National Forest and the Santa Ana Mountains to the southwest, and unincorporated Riverside County along the rest of the border, respectively. Corona is approximately 48 miles (77 kilometers) southeast of Los Angeles and 95 miles (153 km) north-northwest of San Diego.",1453255,21.87963124,43.65955905,13.18873683,11.32840962,19.52119143,78.81095734,6.974653854,71.61930574,4.622310233,1,44.35014526,49.73376045,0.046928187,5622.499606,CA
